,ZS_name,name,formatted_address,location,rating,user_ratings_total,formatted_phone_number
265,ČÍNSKÁ RESTAURACE A BISTRO ČERVENÉ JABLKO,Oriental Restaurant,"Moskevská 529/64, 101 00 Praha 10-Vršovice, Czechia","{'lat': 50.0681373, 'lng': 14.4580304}",4.1,398.0,271 720 411
266,ČÍNSKÁ RESTAURACE DONG HAI,606,"606, Czechia","{'lat': 50.0811842, 'lng': 14.2568543}",,,
267,ČÍNSKÁ RESTAURACE HARMONIE,Chinese Restaurant Harmonie,"18, Seifertova 22, 130 00 Praha 3-Žižkov, Czechia","{'lat': 50.08463640000001, 'lng': 14.447752}",4.1,417.0,222 720 746
268,ČÍNSKÁ RESTAURACE HUANG HE,,,,,,
269,ČÍNSKÁ RESTAURACE CHONG FA JIU DIAN,Čínská Restaurace Chong Fa Jiu Dian,"Náchodská 706/85, 193 00 Praha 9, Czechia","{'lat': 50.1148512, 'lng': 14.6090061}",4.3,360.0,722 243 339
270,ČÍNSKÁ RESTAURACE KANJIA,,,,,,
271,ČÍNSKÁ RESTAURACE PEKING,241,"241, Czechia","{'lat': 50.1373603, 'lng': 14.3686514}",,,
272,Čínská restaurace SHANG HAI,Shang Hai,"6, Anglická 551, 120 00 Praha 2-Vinohrady, Czechia","{'lat': 50.07693, 'lng': 14.4311479}",3.6,133.0,224 218 154
273,ČÍNSKÁ RESTAURACE VOŇAVÁ HORA,,,,,,
274,ČÍNSKÁ VELKÁ ZEĎ,Čínská zeď,"Ruská 655, 430 01 Chomutov, Czechia","{'lat': 50.4600707, 'lng': 13.4198675}",4.3,356.0,474 651 676
275,"ČV - RESTAURANT, s.r.o.",,,,,,
276,D-rest s.r.o.,Tradice Original Czech Restaurant,"18, Radlická 806, Smíchov, 150 00 Praha-Praha 5, Czechia","{'lat': 50.0691197, 'lng': 14.4013825}",4.4,1576.0,251 550 050
277,"D+K, spol. s r.o.","D+K, spol. s r.o.","1, Šimůnkova 1625, 182 00 Praha 8, Czechia","{'lat': 50.1330331, 'lng': 14.47027}",,,286 585 291
278,"DA XIN, s.r.o.",,,,,,
279,DA ZHONGHUA s.r.o.,,,,,,
280,Dagmar KLEMPÁROVÁ,B52,"52, Francouzská 55, 101 00 Praha 10-Vinohrady, Czechia","{'lat': 50.0722829, 'lng': 14.4434948}",4.3,120.0,736 480 305
281,DAHAB MEZZE RESTAURANT,,,,,,
282,Dana Majerová,Dana Majerová,"3A, U Jinonického rybníčka 602, 158 00 Praha 5-Jinonice, Czechia","{'lat': 50.0522765, 'lng': 14.3577033}",5.0,1.0,251 612 775
283,Daniel Houška,,,,,,
284,Daniel PADEVĚT,Hlučná Samota,"14, Záhřebská 534, 120 00 Praha 2-Vinohrady, Czechia","{'lat': 50.0715765, 'lng': 14.4362687}",4.0,861.0,222 522 839
285,Daniel Rajchrt,Restaurace U Rytíře,"K Radotínu 492, 156 00 Praha-Lipence, Czechia","{'lat': 49.9756022, 'lng': 14.369239}",4.1,45.0,296 828 211
286,Daniel Smejkal,Gulliver,"Slovinská 764/13, Vršovice, 101 00 Praha-Praha 10, Czechia","{'lat': 50.0699954, 'lng': 14.4583619}",4.3,370.0,271 741 246
287,Daniel Suchán,,,,,,
288,Daniela Bezpalcová,Daniela Bezpalcová,"Litvínovská 289/50, 190 00 Praha 9-Prosek, Czechia","{'lat': 50.1232815, 'lng': 14.4868589}",,,775 677 346
289,Daniela Prokešová,Daniela Prokešová,"26, Vodičkova 696, Nové Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.0803713, 'lng': 14.4239099}",,,222 230 507
290,Danuše Hrubá,,,,,,
291,"DASAN ENTERPRISE, s.r.o.",,,,,,
292,David Korbel,606,"606, Czechia","{'lat': 50.0811842, 'lng': 14.2568543}",,,
293,David Novák,David Novák,"1, Kotevní 1099, Smíchov, 150 00 Praha-Praha 5, Czechia","{'lat': 50.0638563, 'lng': 14.4102758}",,,257 532 652
294,David Pátek,,,,,,
295,David Plachý,,,,,,
296,DAZ Group s.r.o.,,,,,,
297,Dědkův mlýn s.r.o.,Gingerbread Museum,"Nerudova 254 / 9, Malá Strana, 118 00 Praha-Praha 1, Czechia","{'lat': 50.0884159, 'lng': 14.4005059}",4.2,154.0,602 307 586
298,DEJVICKÉ RESTAURANTY s.r.o.,Hospůdka U Pětníka,"Lotyšská 645/8, 160 00 Praha 6-Bubeneč, Czechia","{'lat': 50.1044315, 'lng': 14.396108}",4.5,1564.0,224 321 276
299,DEJVICKÉ RESTAURANTY s.r.o.,Restaurace Na Urale,"Uralská 690/9, 160 00 Praha 6-Bubeneč, Czechia","{'lat': 50.10254250000001, 'lng': 14.4021091}",4.4,1101.0,224 326 820
300,DELICATO CENTRUM a.s.,,,,,,
301,DeliViet,,,,,,
302,"Deminu, s.r.o.",Lodě Bevents,"Dvořákovo nábřeží, molo č. 11 nebo 12, 110 00 Praha-Praha 1, Czechia","{'lat': 50.09322409999999, 'lng': 14.4213173}",5.0,1.0,603 323 992
303,Denixima s.r.o.,,,,,,
304,"Denver Pubs, s.r.o.",Lipenský OK business s.r.o.,"Polní 2818/7, 750 02 Přerov, Czechia","{'lat': 49.45664009999999, 'lng': 17.4347107}",,,581 219 650
305,Detaillo restaurant,,,,,,
306,DHABA s.r.o.,608 420,"608 420, 250 70 Odolena Voda, Czechia","{'lat': 50.2277496, 'lng': 14.3979093}",,,
307,DHABA s.r.o.,Beas Vegetarian Dhaba,"93, Sokolovská 27, 186 00 Praha 8-Karlín, Czechia","{'lat': 50.0944074, 'lng': 14.4524114}",4.3,438.0,777 038 906
308,DHABA s.r.o.,Beas Vegetarian Dhaba,"Vladislavova 24, Nové Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.0815389, 'lng': 14.42136670000001}",4.3,1253.0,773 380 371
309,DHABA s.r.o.,Beas Vegetarian Dhaba Gemini,"127, Na Pankráci 1683, 140 00 Praha 4-Nusle, Czechia","{'lat': 50.051954, 'lng': 14.4406725}",4.4,305.0,601 592 216
310,DHABA s.r.o.,Dhaba Beas,"Na Poříčí 1046/24, Florenc, 110 00 Praha 1-Nové Město-Praha 1, Czechia","{'lat': 50.0892181, 'lng': 14.4340591}",4.5,1151.0,725 963 536
311,DHABA s.r.o.,Dhaba Beas,"9, Purkyňova 2053, 110 00 Praha 1-Nové Město, Czechia","{'lat': 50.0812908, 'lng': 14.4213732}",4.3,451.0,774 418 396
312,DHABA s.r.o.,Beas Vegetarian Dhaba,"Vyskočilova 4, 140 00 Praha 4, Czechia","{'lat': 50.0476169, 'lng': 14.4558607}",4.3,306.0,774 738 983
313,DHABA s.r.o.,Beas Dhaba,"90, Bělehradská 569, Vinohrady, 120 00 Praha-Praha 2, Czechia","{'lat': 50.0733472, 'lng': 14.4333951}",4.4,1083.0,725 940 016
314,Di Carlo - Lhotka,,,,,,
315,Di Carlo - Pankrác,241,"241, Czechia","{'lat': 50.1373603, 'lng': 14.3686514}",,,
316,Di Carlo - Pitkovice,,,,,,
317,Di Carlo - Šeberov,Pizzeria & Ristorante Di Carlo - Šeberov,"K Hrnčířům 96, 149 00 Praha-Šeberov, Czechia","{'lat': 50.0182592, 'lng': 14.5102461}",4.6,2076.0,244 402 954
318,Diana Café Restaurant,,,,,,
319,"Dilligas, s.r.o.","Menute.com, s.r.o.","7, Tyršova 1832, Nové Město, 120 00 Praha-Praha 2, Czechia","{'lat': 50.0730191, 'lng': 14.4308529}",,,731 406 163
320,DÍVČÍ SKOK - MIROSLAV BRYCHTA,,,,,,
321,"Divine Company, s.r.o.",The Bistro,"71, Londýnská 315, 120 00 Praha 2-Vinohrady, Czechia","{'lat': 50.07605729999999, 'lng': 14.432847}",4.6,493.0,273 136 096
322,"Divinis restaurant, F&B Solutions s.r.o.",,,,,,
323,Doba restaurant,Doba Restaurace-matoušek Jiří,"16, Náměstí Míru 117, Vinohrady, 120 00 Praha-Praha 2, Czechia","{'lat': 50.0744175, 'lng': 14.4360738}",,,222 520 330
324,Dobrý ročník spol. s r.o.,Dobrý ročník spol. s r.o.,"Žampiónová 30, 104 00 Praha 22, Czechia","{'lat': 50.01823240000001, 'lng': 14.5834573}",5.0,1.0,267 310 791
325,"Dock Food, s.r.o.",Dock House,"Michelská 59/1006, 141 00 Praha 4, Czechia","{'lat': 50.05024, 'lng': 14.4589482}",4.5,1062.0,261 211 590
326,"BERÁNEK Praha, s.r.o.",Dolce Villa Hotel,"Nebušická 93, 164 00 Praha 6, Czechia","{'lat': 50.1103581, 'lng': 14.331868}",4.4,627.0,220 199 510
327,Domažlická jizba,Domažlická jizba,"Strossmayerovo nám. 2, 170 00 Praha 7-Holešovice, Czechia","{'lat': 50.0990054, 'lng': 14.4338965}",4.2,835.0,607 556 379
328,Domyno Burger Bar,Domyno Burger,"Chýnovská 360/4, Lhotka, 142 00 Praha 4 - Lhotka-Praha 4, Czechia","{'lat': 50.01638500000001, 'lng': 14.4522228}",4.6,960.0,728 034 457
329,DON GJONI II,,,,,,
330,DonaluxS s.r.o.,,,,,,
331,DONATE,Ristorante CARMELITA Pizzeria,"31, Újezd 403, Malá Strana, 118 00 Praha-Praha 1, Czechia","{'lat': 50.0835239, 'lng': 14.4042136}",4.4,882.0,257 312 564
332,DONNA MIA s.r.o.,Giardino,"Záhřebská 157, Vinohrady, 120 00 Praha-Praha 2, Czechia","{'lat': 50.0719684, 'lng': 14.437424}",4.4,339.0,222 513 427
333,"Dorian dekor, s.r.o.",DORIAN dekor Ltd.,"18, Masarykovo nábř. 237, 110 00 Praha 1-Nové Město, Czechia","{'lat': 50.0781485, 'lng': 14.4144986}",4.7,3.0,224 934 553
334,Double S s.r.o.,,,,,,
335,Double S s.r.o.,,,,,,
336,"DRUHEJ SVĚT, s.r.o.",,,,,,
337,DUART s.r.o.,241,"241, Czechia","{'lat': 50.1373603, 'lng': 14.3686514}",,,
338,"Dulu Invest, s.r.o.",,,,,,
339,Dustin s.r.o. - Restaurace U Šimůnků,,,,,,
340,DVA + JEDNA s.r.o.,,,,,,
341,"DYFO, spol. s r.o.","DYFO, spol. s r.o.","4, Zlatnická 1127, Petrská čtvrť, 110 00 Praha-Praha 1, Czechia","{'lat': 50.0902141, 'lng': 14.4326338}",,,222 329 157
342,"Dynamo, s.r.o.",Restaurace Dynamo,"Pštrossova 220/29, Nové Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.0797303, 'lng': 14.4152819}",3.7,396.0,224 932 020
343,EBEL COFFEE HOUSE,,,,,,
344,Eduard Čabala,"Krijcos CS, a.s.","Hábova 1516/3, 155 00 Praha 13, Czechia","{'lat': 50.046701, 'lng': 14.306542}",,,222 240 576
345,Eiselt Petr Ing.,,,,,,
346,"EL Arriero, s.r.o.",,,,,,
347,El Café Bueno,,,,,,
348,El Emir,,,,,,
349,El Emir Palladium,,,,,,
350,El Mágico - El Burger Pub,,,,,,
351,El Mojito Cafe,El Mojito Café,"Dlouhá, 110 00 Praha 1-Staré Město, Czechia","{'lat': 50.0905632, 'lng': 14.4255322}",4.1,548.0,776 872 989
352,El Pueblo Mexicana Steak House,El Pueblo Mexicana Steak House,"27, Ve Smečkách 1920, 110 00 Praha 1-Nové Město, Czechia","{'lat': 50.079595, 'lng': 14.4271759}",4.0,1157.0,296 326 070
353,"EMITA INVEST, spol. s r.o.",Club DC1,"1, Václavské nám. 846, 110 00 Praha 1-Můstek, Czechia","{'lat': 50.0841919, 'lng': 14.4242272}",,,224 247 515
354,Empír steak,,,,,,
355,Emrest,,,,,,
356,Enoteca Pasqualini,,,,,,
357,"Entrecote, s.r.o.",,,,,,
358,ERPET  Centrum,"420, 111 296","420, 111 296, 257 26 Divišov, Czechia","{'lat': 49.7941437, 'lng': 14.8832502}",,,
359,Eržika Černá - Restaurace Delta,Restaurace Delta,"49, Toužimská 423, 197 00 Kbely, Czechia","{'lat': 50.1351974, 'lng': 14.5481559}",4.3,398.0,286 852 359
360,ESCOBARAS,,,,,,
361,"Eskárna, s.r.o.",Eska Restaurant and Bakery,"Pernerova 49, Karlín, 186 00 Praha-Praha 8, Czechia","{'lat': 50.0913817, 'lng': 14.4545739}",4.5,3193.0,731 140 884
362,Estrella restaurant,,,,,,
363,Etnosvět vegetariánská restaurace,,,,,,
364,ETRUSCO TAVERNA,,,,,,
365,EURASIE - JAPONSKÝ RESTAURANT,,,,,,
366,EUREKA RESTAURACE s.r.o.,115,"115, Czechia","{'lat': 49.89107019999999, 'lng': 14.1895537}",,,
367,EURO HOT DOG spol. s r.o.,Euro Hot Dog spol. S R.o.,"8, Na Moráni 352, Nové Město, 128 00 Praha-Praha 2, Czechia","{'lat': 50.073342, 'lng': 14.4161807}",5.0,2.0,224 910 708
368,EURODATA GROUP s.r.o.,Eurodata Group S.r.o.,"32, Americká 78, Vinohrady, 120 00 Praha-Praha 2, Czechia","{'lat': 50.0734449, 'lng': 14.4375674}",,,222 518 489
369,EUROPE BAGELS s.r.o.,Burrito Loco,"2, Masná 620, Staré Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.0892382, 'lng': 14.4232572}",4.1,548.0,602 281 866
370,"EUROPE BAGELS,s.r.o.",Burrito Loco Spálená,"43, Spálená 104, Nové Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.08127589999999, 'lng': 14.4197766}",4.0,1073.0,725 833 523
371,"EUROPE BAGELS,s.r.o.",,,,,,
372,"Europe Huali, s.r.o.",,,,,,
373,EURÓPÉ R.P. s.r.o.,,,,,,
374,EURÓPÉ RIVER PARTY s.r.o.,Európé R.P. s.r.o.,"Strakonická 4A, Smíchov, 150 00 Praha-Praha 5, Czechia","{'lat': 50.0568505, 'lng': 14.4110139}",4.7,9.0,777 816 133
375,EUROSPRO spol. s r.o.,Eurospro spol. S R.o.,"4, Chudenická 1076, 102 00 Praha-Praha 15, Czechia","{'lat': 50.0454517, 'lng': 14.5169764}",5.0,1.0,602 346 816
376,EVRO - GASTRO s.r.o.,,,,,,
377,"F&B Centrum, s.r.o.",606,"606, Czechia","{'lat': 50.0811842, 'lng': 14.2568543}",,,
378,"Fadasi, s.r.o.",,,,,,
379,FAMA GRAND,605,"605, Czechia","{'lat': 50.0151336, 'lng': 14.1950991}",,,
380,FAMILY RESTAURANT,Family Restaurant,"2, Zívrova 1605, 163 00 Praha 17, Czechia","{'lat': 50.0679567, 'lng': 14.3156415}",,,235 301 982
381,"FAMILY RESTAURANT, s.r.o.",Family Restaurant,"2, Zívrova 1605, 163 00 Praha 17, Czechia","{'lat': 50.0679567, 'lng': 14.3156415}",,,235 301 982
382,"FAN RONG, s.r.o.",,,,,,
383,"Farao Gastro, s.r.o.",242,"242, Czechia","{'lat': 50.1434261, 'lng': 14.3965365}",,,
384,Farma Malešice,,,,,,
385,"Farypizza, s.r.o.",Farypizza Liberec,"Americká 662/70, 460 07 Liberec, Czechia","{'lat': 50.7582962, 'lng': 15.0350558}",3.6,373.0,602 202 021
386,"FASCAL AND ANGELA, a.s.","Fascal And Angela, A.s.","Masná 1051/3, Staré Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.0894046, 'lng': 14.4235339}",1.0,1.0,222 312 758
387,Fashion Club s.r.o.,,,,,,
388,FAT BOYS,,,,,,
389,"FEI YUE, s.r.o.",,,,,,
390,FELICE,,,,,,
391,FERDINANDA,,,,,,
392,FERDINANDA s.r.o.,Pivnice U Černého Lva,"18, Karmelitská 379, Malá Strana, 118 00 Praha-Praha 1, Czechia","{'lat': 50.0863205, 'lng': 14.4042548}",4.3,15.0,257 534 015
393,Field Restaurant,Field Restaurant,"U Milosrdných 12, 110 00 Praha 1-Staré Město, Czechia","{'lat': 50.091824, 'lng': 14.42206}",4.7,1069.0,725 170 583
394,FIGO restaurant,Šutka,"Čimická 422/33, 182 00 Praha 8-Kobylisy, Czechia","{'lat': 50.12536189999999, 'lng': 14.4446202}",4.3,596.0,284 685 543
395,"Fikoso, s.r.o.",,,,,,
396,FILIP PAPAZOV,,,,,,
397,Fine Choice s.r.o.,,,,,,
398,Fish & Chips 21 Dlouha St.,606,"606, Czechia","{'lat': 50.0811842, 'lng': 14.2568543}",,,
399,"Fish and Chips, s.r.o.",,,,,,
400,Fischer café & restaurant,,,,,,
401,FLUIDUM RESTAURANT,Las Adelitas,"Lucemburská 1497/6, Vinohrady, 130 00 Praha-Praha 3, Czechia","{'lat': 50.07858530000001, 'lng': 14.452615}",4.4,2039.0,222 211 702
402,FOLKLORE GARDEN,Folklore Garden s.r.o.,"vedle točny, Na Zlíchově 18, 152 00 tramvaje-Praha 5, Czechia","{'lat': 50.0423808, 'lng': 14.4037082}",4.3,801.0,724 334 340
403,"Foncier, s.r.o.",Sapori Restaurace Praha,"Americká 875/20, 120 00 Praha 2-Vinohrady, Czechia","{'lat': 50.0726142, 'lng': 14.4383119}",4.6,289.0,222 523 533
404,FORBES ARÉNA,,,,,,
405,"Forbidden Taste Prague, s.r.o.",,,,,,
406,Fous Spirits s.r.o. - Whiskeria,Whiskeria bar,"Jindřišská věž, Jindřišská 2122/33, Nové Město, 110 00 Praha 1, Czechia","{'lat': 50.0851654, 'lng': 14.4300206}",4.7,285.0,734 417 207
407,FRAKTAL,Fraktal,"1, Šmeralova 178, 170 00 Praha 7-Bubeneč, Czechia","{'lat': 50.1002778, 'lng': 14.4225}",4.3,718.0,777 794 094
408,Francouzská restaurace - ART NOUVEAU,Restaurace Obecní dům,"Náměstí Republiky 1090, Staré Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.08762280000001, 'lng': 14.4282487}",4.4,90.0,222 002 770
409,František Drbal,Restaurace Bella,"Rumburská 23, 190 00 Praha 9, Czechia","{'lat': 50.12573880000001, 'lng': 14.4881724}",4.0,1007.0,286 580 025
410,František Potužník - CAR CLUB,,,,,,
411,FRESH FOODS CENTRAL EUROPE,,,,,,
412,FreshCube,,,,,,
413,FU HAI ZHAO s.r.o.,Yi Yuan,"28, Pobřežní 369, 186 00 Praha 8-Karlín, Czechia","{'lat': 50.0928952, 'lng': 14.4457863}",4.3,205.0,222 318 544
414,"FU HAO, s.r.o.",Kai Restaurace,"Masarykova 662/118, 252 19 Rudná, Czechia","{'lat': 50.0316504, 'lng': 14.2250817}",4.2,295.0,311 670 312
415,"FU LI HUA, s.r.o.",Nihao čínská restaurace,"15, Štefánikova 845, 602 00 Brno-Brno-střed, Czechia","{'lat': 49.2091667, 'lng': 16.6030556}",4.4,486.0,549 212 214
416,FUKANG s.r.o.,MOON Chinese Restaurant,"20, Haštalská 731, 110 00 Praha 1-Staré Město, Czechia","{'lat': 50.09118109999999, 'lng': 14.425407}",4.1,550.0,224 828 818
417,FUNTRONIC Trading s.r.o. - manta BOWLING RESTAURACE,Funtronic Trading S.r.o.,"12A, Makovského 1342, 163 00 Praha 17, Czechia","{'lat': 50.06600489999999, 'lng': 14.3039691}",3.7,3.0,235 302 220
418,"Fusion Restaurants, s.r.o.","Fusion Restaurants, s.r.o.","Pilská 6, 198 00 Praha 14, Czechia","{'lat': 50.09070330000001, 'lng': 14.5629172}",,,777 910 458
419,"G + A A KOVO, spol. s r.o.",233 323,"233 323, 338 24 Břasy, Czechia","{'lat': 49.8267329, 'lng': 13.5799694}",,,
420,"G.I. - 7, s.r.o.",,,,,,
421,"G.I. - 7, s.r.o.",,,,,,
422,Gabriele Ristorante s.r.o.,,,,,,
423,GALILEO RESTAURACE,,,,,,
424,"Gameon HK, s.r.o.",,,,,,
425,"GANYMEDES, s.r.o.",233 320,"233 320, 338 24 Břasy, Czechia","{'lat': 49.8267329, 'lng': 13.5799694}",,,
426,"GAO SHI, s.r.o.",241,"241, Czechia","{'lat': 50.1373603, 'lng': 14.3686514}",,,
427,GASTPRAG STANĚK Robert,,,,,,
428,GASTRO - ŽOFÍN s.r.o.,,,,,,
429,Gastro 4u s.r.o.,,,,,,
430,GASTRO ARCHA s.r.o.,605 420,"605 420, 252 16 Nučice, Czechia","{'lat': 50.0090741, 'lng': 14.1954979}",,,
431,"GASTRO CLASSIC, spol. s r.o.",,,,,,
432,GASTRO CONSULT Praha s.r.o.,,,,,,
433,"Gastro HO - OP, s.r.o.",,,,,,
434,GASTRO KASTROL s.r.o.,Restaurace Kastrol,"Ohradské nám. 1625/2, 155 00 Praha 5, Czechia","{'lat': 50.0368423, 'lng': 14.3339109}",4.6,1552.0,607 048 992
435,"Gastro Pštros, s.r.o.",,,,,,
436,"GASTRO STOČES, s.r.o.","Gastro Stočes, S.r.o.","14, Veleslavínská 25, 162 00 Praha 6, Czechia","{'lat': 50.092138, 'lng': 14.351902}",,,235 361 033
437,Gastro Strahov s.r.o.,Restaurant Bellavista,"Strahovské nádvoří 132/1, 118 00 Praha-Hradčany, Czechia","{'lat': 50.08664760000001, 'lng': 14.3901301}",2.2,922.0,220 517 274
438,"GASTRO WEST, s.r.o.",Pivo & Basilico Caffe Restaurant,"Zámecká 203/2, Malá Strana, 118 00 Praha-Praha 1, Czechia","{'lat': 50.0887859, 'lng': 14.4021248}",4.6,928.0,257 533 207
439,"GASTRO WEST, s.r.o.",240,"240, Czechia","{'lat': 50.1742573, 'lng': 14.3181313}",,,
440,"GASTRO-DELI, MILAN KAVALE",,,,,,
441,"GASTRO-VOLEJNÍK A SYN, s.r.o.",,,,,,
442,GASTROMANIE s.r.o.,,,,,,
443,Gate Restaurant,Gate Restaurant,"31, Sokolovská 539, Karlín, 186 00 Praha-Praha 8, Czechia","{'lat': 50.0921732, 'lng': 14.4424662}",4.3,2075.0,224 815 305
444,"GATTINO-PIZZA, RESTAURACE",241,"241, Czechia","{'lat': 50.1373603, 'lng': 14.3686514}",,,
445,GAVIN - ANTONÍN ČÍP,Gavin - Antonín Číp,"4, Šubertova 1353, Vinohrady, 120 00 Praha-Praha 2, Czechia","{'lat': 50.0763257, 'lng': 14.4377323}",5.0,1.0,222 518 459
446,"GAVOTA Praha 74, s.r.o.","Gavota Praha 74, S.r.o.","50, Letohradská 755, Holešovice, 170 00 Praha-Praha 7, Czechia","{'lat': 50.09813719999999, 'lng': 14.424431}",,,603 442 344
447,GEMI STAV s.r.o.,,,,,,
448,George Prime Steak,599,"599, Praha, Czechia","{'lat': 49.99216879999999, 'lng': 14.3461328}",,,
449,GEORGIAN RESTAURANT TBILISI,,,,,,
450,GESTIYA s.r.o.,,,,,,
451,GIGANTES RESTAURANT,Gigantes Restaurant,"7, Tržiště 369, Malá Strana, 118 00 Praha-Praha 1, Czechia","{'lat': 50.08708679999999, 'lng': 14.4028043}",,,257 530 166
452,Gin Tonic Club,Gin & Tonic Club,"11, Navrátilova 1421, 110 00 Praha 1-Nové Město, Czechia","{'lat': 50.0786685, 'lng': 14.4235132}",4.7,668.0,777 669 557
453,"GIOVANNI Corporation, s.r.o.",U Dvou Sester,"10, Melantrichova 471, Staré Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.0857165, 'lng': 14.4209762}",4.0,421.0,773 099 994
454,GIPFOOD s.r.o.,,,,,,
455,"GiTeCh Group, s.r.o.",Pho Original,"21, Záhřebská 468, Vinohrady, 120 00 Praha-Praha 2, Czechia","{'lat': 50.07218930000001, 'lng': 14.4371973}",4.5,468.0,608 363 327
456,"Givemore, s.r.o.",,,,,,
457,GLORIFY INTERNATIONAL,"420, Silnice II/201 281","420, Silnice II/201 281, 270 24 Sýkořice, Czechia","{'lat': 50.0382404, 'lng': 13.9412548}",,,
458,"GÓL KLUB, s.r.o.",,,,,,
459,"GOLD CHICKEN, s.r.o.",,,,,,
460,GOLDEN EAGLE SERVICE RESTAURANT,,,,,,
461,GOLDEN GOLEM s.r.o.,Golden Golem S.r.o.,"71, Na Hlavní 21, 182 00 Praha-Březiněves, Czechia","{'lat': 50.16919980000001, 'lng': 14.4834716}",4.3,3.0,283 910 213
462,GOLDEN TIKKA s.r.o. - Kateřinská,241,"241, Czechia","{'lat': 50.1373603, 'lng': 14.3686514}",,,
463,GOLDEN TIKKA s.r.o. - Konviktská,Golden Tikka,"Konviktská 262/9, Staré Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.08353899999999, 'lng': 14.4164641}",4.4,1590.0,222 211 462
464,Golf & Country Club Prague,,,,,,
465,Gooose s.r.o.,Restaurace Nad Sklenářkou,"Zhořelecká 514, 181 00 Praha 8, Czechia","{'lat': 50.131218, 'lng': 14.4094966}",3.5,46.0,266 313 108
466,Gopal Vegetarian,,,,,,
467,"Gordon group, s.r.o.",,,,,,
468,GORT,,,,,,
469,"GOSS, s.r.o.",Restaurace Černý Orel,"40, U Lužického semináře 110, Malá Strana, 118 00 Praha-Praha 1, Czechia","{'lat': 50.0887918, 'lng': 14.4097236}",3.9,1266.0,257 531 738
470,GOURMAND,,,,,,
471,GOURMAND,,,,,,
472,Gourmet Restaurant Foasy,606,"606, Czechia","{'lat': 50.0811842, 'lng': 14.2568543}",,,
473,Gourmet Restaurant Ladronka,Restaurant Usedlost Ladronka,"1, Tomanova 1028, 169 00 Praha 6-Břevnov, Czechia","{'lat': 50.07871399999999, 'lng': 14.356732}",4.0,2092.0,725 666 756
474,Góvinda Restaurace,,,,,,
475,"GR- Kaiser, s.r.o.",,,,,,
476,Gran Fierro,,,,,,
477,Grand Rasoi,Grand Rasoi,"Slezská 56, Vinohrady, 120 00 Praha-Praha 2, Czechia","{'lat': 50.07612229999999, 'lng': 14.4463969}",4.5,318.0,222 932 895
478,GrandeVita,,,,,,
479,Green Factory - Florentinum,Green Factory - salad your life,"Na Florenci 15, 110 00 Praha 1-Florenc, Czechia","{'lat': 50.0895598, 'lng': 14.4353708}",4.4,144.0,727 916 135
480,Green Factory - Chodov,Green Factory - Salad your life,"Sokolovská 79, Karlín, 186 00 Praha-Praha 8, Czechia","{'lat': 50.09377660000001, 'lng': 14.4496348}",4.4,301.0,727 916 127
481,Green Factory - Karlín,Green Factory - Salad your life,"Sokolovská 79, Karlín, 186 00 Praha-Praha 8, Czechia","{'lat': 50.09377660000001, 'lng': 14.4496348}",4.4,301.0,727 916 127
482,Green factory - Národní třída,,,,,,
483,Green Factory - Pankrác,,,,,,
484,GREEN HOUSE RESTAURANT - AREÁL GOLF HOSTIVAŘ,,,,,,
485,Gui Lin chinese restaurant,,,,,,
486,"gunTAO, s.r.o. - Klub cestovatelů",Klub cestovatelů,"22, Masarykovo nábř. 239, Nové Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.0784657, 'lng': 14.4143635}",4.3,1115.0,734 322 729
487,"GUO TAI, s.r.o.",,,,,,
488,GURMÁN,Petr Pavel,"54, Starostrašnická 950, Strašnice, 100 00 Praha-Praha 10, Czechia","{'lat': 50.07577879999999, 'lng': 14.4897562}",5.0,1.0,274 770 802
489,GURMANIA spol. s r.o.,608 420,"608 420, 250 70 Odolena Voda, Czechia","{'lat': 50.2277496, 'lng': 14.3979093}",,,
490,Gurmánská restaurace hotelu Hoffmeister,"420, 111 251","420, 111 251, 257 26 Divišov, Czechia","{'lat': 49.7941437, 'lng': 14.8832502}",,,
491,Gustav Škuthan,,,,,,
492,GUSTO IN VINOH s.r.o.,,,,,,
493,H I S H Ó  s.r.o.,,,,,,
494,Ha Noi Restaurace,,,,,,
495,HÄAGEN DAZS,Velvyslanectví Islandské republiky,"20, Karlova 180, Staré Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.0859179, 'lng': 14.4164173}",4.0,1.0,222 221 218
496,"HACIENDA PRAHA, s.r.o.",605 262,"605 262, 252 16 Nučice, Czechia","{'lat': 50.0090741, 'lng': 14.1954979}",,,
497,HAMR-Braník,,,,,,
498,Hana Dinu,606,"606, Czechia","{'lat': 50.0811842, 'lng': 14.2568543}",,,
499,HANABI SUSHI HOUSE,Hanabi Sushi House,"Petrská 11, 110 00 Praha 1-Nové Město, Czechia","{'lat': 50.09156420000001, 'lng': 14.4335155}",4.6,1269.0,222 324 634
